1,1,12,4,1,0,5,0.007816039873130946
2,1,12,4,2,0,5,0.0009439661682525298
3,1,12,4,3,1,5,0.0012460353420933393
4,1,10,0,1,0,8,0.0020389669234254643
5,1,10,0,2,0,8,0.00026431052711070835
6,1,10,3,3,1,8,0.008684488747923274
7,1,11,0,1,0,2,0.004342244373961637
8,1,11,0,2,0,2,0.001170518048633137
9,1,11,0,3,1,2,0.0029074157982177918
10,1,7,0,1,0,5,0.0010572421084428334
11,1,7,0,2,0,5,0.00022655188038060717
12,1,7,3,3,1,9,0.000981724814982631
13,1,7,4,1,0,3,0.0004908624074913155
14,1,7,4,2,0,10,3.7758646730101195e-05
15,1,7,4,3,1,10,0.0010572421084428334
16,1,1,3,1,0,3,0.00018879323365050596
17,1,1,3,2,0,3,0.00011327594019030358
18,1,1,3,3,1,3,0.0006041383476816191
19,1,1,0,1,0,7,0.0006041383476816191
20,1,1,0,2,1,3,0.00015103458692040478
21,1,1,3,1,0,3,3.7758646730101195e-05
22,1,1,3,2,1,3,0.00015103458692040478
23,1,4,0,1,0,7,0.00015103458692040478
24,1,4,0,2,1,7,0.0003775864673010119
25,1,13,0,2,0,10,0.004266727080501435
26,1,13,0,3,1,10,0.0058148315964355836
27,1,5,0,1,0,10,0.0022655188038060714
28,1,5,0,2,1,10,0.0020767255701555657
29,1,4,0,1,0,2,0.00011327594019030358
30,1,4,0,2,0,2,0.00011327594019030358
31,1,4,5,3,1,2,0.00033982782057091076
32,1,4,0,1,0,7,0.00011327594019030358
33,1,4,0,2,0,7,0.00030206917384080956
34,1,4,5,3,1,7,0.0015103458692040477
35,1,18,0,2,0,6,0.0012837939888234405
36,1,18,0,3,1,6,0.0006418969944117203
37,1,10,0,1,0,3,0.005437245129134572
38,1,10,0,2,1,10,0.00570155565624528
39,1,1,18,2,0,6,0.0022277601570759704
40,1,1,18,3,1,6,0.0004908624074913155
41,1,4,3,1,0,7,0.00045310376076121433
42,1,4,3,2,0,7,0.0
43,1,12,4,1,0,2,0.002001208276695363
44,1,12,4,2,0,2,0.0006041383476816191
45,1,12,4,3,1,8,0.0010572421084428334
46,1,7,12,1,0,8,0.00026431052711070835
47,1,7,12,2,1,8,0.00033982782057091076
48,1,7,4,1,0,7,0.0003775864673010119
49,1,7,4,2,1,7,0.00015103458692040478
50,1,5,0,1,0,3,0.0006041383476816191
51,1,5,0,2,1,3,0.00033982782057091076
52,1,1,0,1,0,10,0.0012837939888234405
53,1,1,0,2,1,10,0.0006796556411418215
54,1,11,0,1,0,10,0.00664552182449781
55,1,11,0,2,1,2,0.0005286210542214167
56,1,2,0,1,0,3,0.00033982782057091076
57,1,2,0,2,0,3,0.0003775864673010119
58,1,10,0,1,0,3,0.002567587977646881
59,1,10,0,2,1,3,0.0073251774656396314
60,1,11,0,1,0,2,0.0008684488747923274
61,1,11,0,2,0,2,0.0016236218093943512
62,1,11,2,3,1,2,0.00045310376076121433
63,1,14,0,1,0,3,0.0012460353420933393
64,1,14,0,2,0,3,0.0003775864673010119
65,1,14,0,3,1,3,0.001963449629965262
66,1,2,0,1,0,4,0.00018879323365050596
67,1,2,0,2,0,4,3.7758646730101195e-05
68,1,2,0,3,1,4,0.0006418969944117203
69,1,12,4,1,0,5,0.0004908624074913155
70,1,12,4,2,0,5,0.00018879323365050596
71,1,12,4,3,1,5,0.00015103458692040478
72,1,11,4,1,0,2,0.0
73,1,11,4,2,1,2,0.00033982782057091076
74,1,6,5,1,0,3,0.00026431052711070835
75,1,6,5,2,0,3,0.00011327594019030358
76,1,6,5,3,1,3,0.0004153451140311131
77,1,10,0,1,0,10,0.0009439661682525298
78,1,10,0,2,1,10,0.0006041383476816191
79,1,11,14,1,0,6,0.0037381060262800182
80,1,11,14,2,1,6,0.001774656396314756
81,1,13,9,1,0,4,0.0009439661682525298
82,1,13,9,2,0,4,0.0004153451140311131
83,1,1,3,1,0,3,0.001925690983235161
84,1,1,3,1,0,3,0.00045310376076121433
85,1,1,3,2,1,3,0.00011327594019030358
86,1,11,0,1,0,9,7.551729346020239e-05
87,1,11,15,2,1,9,0.0003775864673010119
88,1,4,0,1,0,7,0.00022655188038060717
89,1,4,0,2,1,7,0.0010194834617127321
90,1,11,0,1,0,7,0.00026431052711070835
91,1,11,15,2,1,7,0.0004908624074913155
92,1,8,4,1,0,7,0.00026431052711070835
93,1,8,4,2,0,7,0.0018501736897749584
94,1,8,4,3,1,7,0.011138800785379852
95,1,6,5,1,0,4,0.00033982782057091076
96,1,14,0,1,0,10,0.00033982782057091076
97,1,14,0,2,1,10,0.0004908624074913155
98,1,11,0,1,0,8,0.00015103458692040478
99,1,11,0,2,1,8,0.00030206917384080956
100,1,13,0,1,0,8,0.0004153451140311131
101,1,13,0,2,1,8,0.00026431052711070835
102,1,12,14,1,0,6,0.00015103458692040478
103,1,12,14,2,1,10,0.0006796556411418215
104,1,5,0,1,0,3,0.004266727080501435
105,1,5,0,2,1,3,0.0009439661682525298
106,1,2,0,2,1,3,0.00022655188038060717
107,1,2,0,2,1,3,0.00022655188038060717
108,1,1,0,1,0,6,0.000981724814982631
109,1,4,0,1,0,7,0.00045310376076121433
110,1,4,0,2,1,7,0.0003775864673010119
111,1,5,6,1,0,4,7.551729346020239e-05
112,1,5,6,2,0,4,0.0003775864673010119
113,1,1,0,2,0,6,0.0005663797009515179
114,1,12,0,1,0,2,0.0009062075215224287
115,1,1,0,1,1,3,0.0005286210542214167
116,1,11,0,1,0,2,0.00018879323365050596
117,1,11,0,2,0,2,0.00018879323365050596
118,1,11,0,1,0,8,3.7758646730101195e-05
119,1,11,0,2,1,8,7.551729346020239e-05
120,1,11,0,1,0,3,0.00026431052711070835
121,1,11,14,2,1,7,0.0012837939888234405
122,1,14,18,2,0,6,0.0007174142878719227
123,1,7,3,1,0,5,0.0016991391028545538
124,1,15,14,2,1,8,0.0003775864673010119
125,1,13,0,2,0,10,0.0004153451140311131
126,1,10,0,2,0,8,0.0003775864673010119
127,1,7,0,1,1,3,0.00026431052711070835
128,1,1,0,1,1,3,0.00045310376076121433
129,1,11,0,1,0,8,0.001774656396314756
130,1,11,3,2,1,2,0.0020389669234254643
131,1,11,15,1,1,2,0.004342244373961637
132,1,1,0,1,1,7,0.004682072194532548
133,1,1,0,1,0,3,0.00792931581332125
134,1,11,0,2,1,2,0.003926899259930524
135,1,13,0,2,1,10,0.003889140613200423
136,1,10,0,2,1,8,0.0022277601570759704
137,1,1,0,1,0,6,0.0016991391028545538
138,1,6,11,1,0,2,0.00026431052711070835
139,1,6,11,2,1,2,7.551729346020239e-05
140,1,6,11,1,0,3,0.00033982782057091076
141,1,6,11,2,1,3,0.000981724814982631
142,1,6,3,1,1,7,0.00018879323365050596
143,1,1,0,2,1,1,0.006192418063736596
144,1,15,3,1,1,2,0.0008306902280622263
145,1,13,3,1,1,10,0.0007551729346020238
146,1,10,3,1,1,10,0.00026431052711070835
147,1,16,0,1,0,2,0.0007929315813321251
148,1,16,0,2,0,2,0.0012837939888234405
149,1,16,3,3,1,3,0.005777072949705483
150,1,14,0,1,1,7,0.002378794743996375
151,1,14,0,1,1,6,0.005550521069324876
152,2,12,0,1,0,5,0.0022655188038060714
153,2,12,0,2,0,5,0.0006418969944117203
154,2,12,0,3,1,5,0.0007551729346020238
155,2,10,0,1,0,10,0.003964657906660625
